_id,id_number,movieID,imdbID,title,poster,trailer,posterError,posterErrorDetails,youtubeError,youtubeErrorDetails,youtubeSuggestion
5a847386f2f7a3ed4b7334fa,1639,3361,4013,Bull Durham,http://content9.flixster.com/movie/10/89/23/10892343_det.gif,https://www.youtube.com/watch?v=q2_4LKWV3Nk,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=dnJFndf-Krg
5a847386f2f7a3ed4b7335bb,1832,3973,811,Book of Shadows: Blair Witch 2,https://m.media-amazon.com/images/M/MV5BY2YzNzg1YTAtMjU4MC00OWU5LWFiNjAtZmI0Zjc5MmM4YzcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/watch?v=,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=h3338bQkBkM
5a847386f2f7a3ed4b733534,1697,3534,2363,28 Days Later...,http://content9.flixster.com/movie/55/37/32/5537323_det.jpg,https://www.youtube.com/watch?v=_H-T7RPvt2k,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video cannot be embedded :: embeddable = false,https://www.youtube.com/watch?v=c7ynwAgQlDQ
5a847386f2f7a3ed4b73353e,1707,3552,4504,Caddyshack,http://content7.flixster.com/movie/55/04/75/5504753_det.jpg,https://www.youtube.com/watch?v=zrTqenN1SqQ,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=x9Nl39uWEYk
5a847386f2f7a3ed4b733567,1748,3701,1367,Alien Nation,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjRlYjI2NWUtMmY5Mi00YTcyLTg5MzUtNTE2ZmRiMzNjYjA0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.youtube.com/watch?v=q9Y8-EF4qAU,POSTER_FOUND,,TRAILER_UNAVAILABLE,Restricted Region :: US,https://www.youtube.com/watch?v=d4aGxG-SBSE
5a847386f2f7a3ed4b733575,1762,3735,2094,Serpico,http://content9.flixster.com/movie/26/96/269611_det.jpg,https://www.youtube.com/watch?v=3lahDbYMz5o,POSTER_FOUND,,TRAILER_UNAVAILABLE,Restricted Region :: US,https://www.youtube.com/watch?v=hSZz5RI7KRQ
5a847386f2f7a3ed4b733581,1774,3763,2100,F/X2,http://content9.flixster.com/movie/10/91/76/10917691_det.jpg,https://www.youtube.com/watch?v=nKBtCrHuvks,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=FYJYOyITLTQ
5a847386f2f7a3ed4b733591,1790,3819,930,Tampopo,http://content9.flixster.com/movie/30/69/306915_det.jpg,https://www.youtube.com/watch?v=W_KctoG0bAE,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=tY392wxb2Wk
5a847386f2f7a3ed4b7335de,1867,4029,1807,State and Main,http://content8.flixster.com/movie/27/27/272726_det.jpg,https://www.youtube.com/watch?v=f4XKh2E9Ybw,POSTER_FOUND,,TRAILER_UNAVAILABLE,Restricted Region :: US,https://www.youtube.com/watch?v=e5rWP1Xv7yw
5a847386f2f7a3ed4b7335e1,1870,4036,1410,Shadow of the Vampire,http://content8.flixster.com/movie/28/54/285410_det.jpg,https://www.youtube.com/watch?v=JyBt5DDFcQY,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=uAn5uLNMmjk
5a847386f2f7a3ed4b73361b,1928,4322,1037,Eight Men Out,http://content7.flixster.com/movie/25/44/254409_det.jpg,https://www.youtube.com/watch?v=NZYltpZT0KI,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=JSHQw85pvek
5a847386f2f7a3ed4b733656,1987,4720,4725,The Others,http://content7.flixster.com/movie/31/28/312825_det.jpg,https://www.youtube.com/watch?v=0bMEGtUxajY,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=C7pKqaPtMiA
5a847386f2f7a3ed4b733662,1999,4815,718,Hearts in Atlantis,http://content6.flixster.com/movie/10/88/83/10888348_det.jpg,https://www.youtube.com/watch?v=zjnAWlV_JoE,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=l8yfW7LHYbk
5a847386f2f7a3ed4b733674,2016,4886,10577,"Monsters, Inc.",http://content8.flixster.com/movie/10/94/43/10944358_det.jpg,https://www.youtube.com/watch?v=8IBNZ6O2kMk,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video cannot be embedded :: embeddable = false,https://www.youtube.com/watch?v=cvOQeozL4S0
5a847386f2f7a3ed4b73367a,2022,4903,1575,In the Bedroom,http://content9.flixster.com/movie/27/07/270711_det.jpg,https://www.youtube.com/watch?v=vbgETu4NH_Y,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=STbngNl_m2s
5a847386f2f7a3ed4b733680,2028,4967,921,No Man's Land,http://content9.flixster.com/movie/27/16/271623_det.jpg,https://www.youtube.com/watch?v=wAYyaL6a5vQ,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=Ypsnv50Af_I
5a847386f2f7a3ed4b73368d,2041,5013,3287,Gosford Park,http://content6.flixster.com/movie/60/50/97/6050976_det.jpg,https://www.youtube.com/watch?v=Km4gZMrF96g,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=lfokH6v4aOM
5a847386f2f7a3ed4b7336bd,2089,5388,3245,Insomnia,http://content6.flixster.com/movie/27/69/276996_det.jpg,https://www.youtube.com/watch?v=1OY5J11CWrE,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=brHA3CF4_Mw
5a847386f2f7a3ed4b7336c5,2097,5445,11038,Minority Report,http://content9.flixster.com/movie/10/94/48/10944815_det.jpg,https://www.youtube.com/watch?v=QH-6UImAP7c,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=lG7DGMgfOb8
5a847386f2f7a3ed4b7336c2,2094,5419,1118,Scooby-Doo,http://content7.flixster.com/movie/10/86/10/10861017_det.jpg,https://www.youtube.com/watch?v=Bzz4EQ2NmpQ,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video cannot be embedded :: embeddable = false,https://www.youtube.com/watch?v=o3dbeI0BU1k
5a847386f2f7a3ed4b7336d8,2116,5577,1360,Igby Goes Down,http://content7.flixster.com/movie/10/90/14/10901449_det.jpg,https://www.youtube.com/watch?v=DG8MNasXl_k,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=9fGHX8eW9PU
5a847386f2f7a3ed4b7336ed,2137,5876,1053,The Quiet American,http://content8.flixster.com/movie/10/90/98/10909866_det.jpg,https://www.youtube.com/watch?v=qyjmKeL0ER0,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=GXTXGfMFxR4
5a847386f2f7a3ed4b733704,2160,6016,4370,City of God,http://content7.flixster.com/movie/26/72/267221_det.jpg,https://www.youtube.com/watch?v=XbAaGPvi-Kc,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=dcUOO4Itgmw
5a847386f2f7a3ed4b733706,2162,6059,1293,The Recruit,http://content9.flixster.com/movie/25/65/256599_det.jpg,https://www.youtube.com/watch?v=ojL5ju_dFRQ,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=-aqecRSJo3o
5a847386f2f7a3ed4b73370d,2169,6213,734,Tears of the Sun,http://content8.flixster.com/movie/10/87/83/10878362_det.jpg,https://www.youtube.com/watch?v=v-RUQZ_yhyY,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=rMuX3uGQfic
5a847387f2f7a3ed4b733748,2228,6765,748,Under the Tuscan Sun,http://content9.flixster.com/movie/25/50/255095_det.jpg,https://www.youtube.com/watch?v=On3_tl68URM,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video cannot be embedded :: embeddable = false,https://www.youtube.com/watch?v=vdJGMZDY0-8
5a847387f2f7a3ed4b733757,2243,6893,1145,The Italian Job,http://content6.flixster.com/movie/10/89/11/10891136_det.jpg,https://www.youtube.com/watch?v=yTzsEmbP_yo,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=5Eyw-Qiwpj0
5a847387f2f7a3ed4b7337a6,2321,8464,3760,Super Size Me,"https://m.media-amazon.com/images/M/MV5BMTYyOTk4MjIxOF5BMl5BanBnXkFtZTcwMzk1NTUyMQ@@._V1_SY1000_CR0,0,703,1000_AL_.jpg",https://www.youtube.com/watch?v=izB6WohWJPY,POSTER_UNAVAILABLE,Error :: Error: getaddrinfo ENOTFOUND images.rottentomatoescdn.com images.rottentomatoescdn.com:80,TRAILER_FOUND,,
5a847387f2f7a3ed4b73377d,2281,7263,994,Miracle,http://content6.flixster.com/movie/25/36/253692_det.jpg,https://www.youtube.com/watch?v=v64ofT1rGOw,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video cannot be embedded :: embeddable = false,https://www.youtube.com/watch?v=v64ofT1rGOw
5a847387f2f7a3ed4b733790,2300,7445,1948,Man on Fire,http://content7.flixster.com/movie/10/87/18/10871825_det.jpg,https://www.youtube.com/watch?v=g4kLizDXLY0,POSTER_FOUND,,TRAILER_UNAVAILABLE,Restricted Region :: US,https://www.youtube.com/watch?v=rb-ZEBBKolc
5a847387f2f7a3ed4b7337a9,2324,8529,2368,The Terminal,http://content8.flixster.com/movie/55/04/86/5504862_det.jpg,https://www.youtube.com/watch?v=OkreGRLQdb8,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=GZjC9dAvWuU
5a847387f2f7a3ed4b7337e6,2385,31878,1796,Kung fu,http://content6.flixster.com/movie/10/88/90/10889084_det.jpg,https://www.youtube.com/watch?v=m3IB7N_PRk,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=rp1AuBj53Co
5a847387f2f7a3ed4b733803,2414,38886,732,The Squid and the Whale,http://content6.flixster.com/movie/25/02/250292_det.jpg,https://www.youtube.com/watch?v=usZN7CcVhD0,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=JRkK5n2mkvg
5a847387f2f7a3ed4b733813,2430,44195,2522,Thank You for Smoking,http://content6.flixster.com/movie/31/32/313296_det.jpg,https://www.youtube.com/watch?v=sRRJFBMlpbI,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=Df32RijORLo
5a847387f2f7a3ed4b733859,2500,60069,1389,WALL-E,"https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_SY1000_CR0,0,674,1000_AL_.jpg",https://www.youtube.com/watch?v=9pyBKj5-jVk,POSTER_UNAVAILABLE,Response Code :: 403,TRAILER_FOUND,,
5a847387f2f7a3ed4b733837,2466,50872,2038,Ratatouille,http://content6.flixster.com/movie/41/60/98/4160984_det.jpg,https://www.youtube.com/watch?v=niD-jahFURU,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=c3sBBRxDAqk
5a847387f2f7a3ed4b733855,2496,57368,905,Cloverfield,http://content9.flixster.com/movie/10/83/79/10837935_det.jpg,https://www.youtube.com/watch?v=SfnnEiLCU44,POSTER_FOUND,,TRAILER_UNAVAILABLE,Video not found,https://www.youtube.com/watch?v=sQFpMZ6glTo
